reportedTime,eventId
2017-07-21T00:00:00Z,72183871A1
2017-07-21T00:00:00Z,72183967A1
2017-07-21T00:00:00Z,72184063A1
2017-07-21T00:00:00Z,72184303A1
2017-07-21T00:00:00Z,72194143A1
2017-07-21T00:00:00Z,72195535A1
2017-07-21T00:00:00Z,72179839A1
2017-07-21T00:00:00Z,72180799A1
2017-07-21T00:00:00Z,72181039A1
2017-07-21T00:00:00Z,72181135A1
2017-07-21T00:00:00Z,72181423A1
2017-07-21T00:00:00Z,72191023A1
2017-07-21T00:00:00Z,72191407A1
2017-07-21T00:00:00Z,72190735A1
2017-07-21T00:00:00Z,72189967A1
2017-07-21T00:00:00Z,72189583A1
2017-07-21T00:00:00Z,72189199A1
2017-07-22T00:00:00Z,9101242A1
2017-07-22T00:00:00Z,9094138A1
2017-07-22T00:00:00Z,9096202A1
2017-07-22T00:00:00Z,9098650A1
2017-07-22T00:00:00Z,9100234A1
2017-07-29T00:00:00Z,38176403A1
2017-07-29T00:00:00Z,38177267A1
2017-07-30T00:00:00Z,88312164A1
2017-07-30T00:00:00Z,88312788A1
2017-08-01T00:00:00Z,103285984A1
2017-08-01T00:00:00Z,103311808A1
2017-08-01T00:00:00Z,103295968A1
2017-08-01T00:00:00Z,103277440A1
2017-08-03T00:00:00Z,104982131A1
2017-08-06T00:00:00Z,69017788A1
2017-08-06T00:00:00Z,69017164A1
2017-08-09T00:00:00Z,69633653A1
2017-08-09T00:00:00Z,69633893A1
2017-08-09T00:00:00Z,69633941A1
2017-08-09T00:00:00Z,69634085A1
2017-08-09T00:00:00Z,69634229A1
2017-08-09T00:00:00Z,69634325A1
2017-08-10T00:00:00Z,18214059A1
2017-08-10T00:00:00Z,18228891A1
2017-08-11T00:00:00Z,18232395A1
2017-08-15T00:00:00Z,76098670A1
2017-08-15T00:00:00Z,93950235A1
2017-08-15T00:00:00Z,42006827A1
2017-08-15T00:00:00Z,37719517A1
2017-08-15T00:00:00Z,76110862A1
2017-08-15T00:00:00Z,37714573A1
2017-08-15T00:00:00Z,37716061A1
2017-08-15T00:00:00Z,42005627A1
2017-08-15T00:00:00Z,42005675A1
2017-08-15T00:00:00Z,42006443A1
2017-08-15T00:00:00Z,42006587A1
2017-08-15T00:00:00Z,76102126A1
2017-08-15T00:00:00Z,76103806A1
2017-08-15T00:00:00Z,37717405A1
2017-08-15T00:00:00Z,76099774A1
2017-08-15T00:00:00Z,76095214A1
2017-08-16T00:00:00Z,46827450A1
2017-08-16T00:00:00Z,46833738A1
2017-08-16T00:00:00Z,8361583A1
2017-08-18T00:00:00Z,94332937A1
2017-08-18T00:00:00Z,94334953A1
2017-08-18T00:00:00Z,31131647A1
2017-08-18T00:00:00Z,94321849A1
2017-08-18T00:00:00Z,94323097A1
2017-08-24T00:00:00Z,21307353A1
2017-08-24T00:00:00Z,21307401A1
2017-08-24T00:00:00Z,21307737A1
2017-08-24T00:00:00Z,21308697A1
2017-08-24T00:00:00Z,21309177A1
2017-08-24T00:00:00Z,28068436A1
2017-08-24T00:00:00Z,21309705A1
2017-08-24T00:00:00Z,21310857A1
2017-08-24T00:00:00Z,21306057A1
2017-08-24T00:00:00Z,21306393A1
2017-08-24T00:00:00Z,21306825A1
2017-08-25T00:00:00Z,102973987A1
2017-08-25T00:00:00Z,102974227A1
2017-08-25T00:00:00Z,102975235A1
2017-08-25T00:00:00Z,102975379A1
2017-09-01T00:00:00Z,44718279A1
2017-09-01T00:00:00Z,44715783A1
2017-09-03T00:00:00Z,58917237A1
2017-09-10T00:00:00Z,93422796A1
2017-09-10T00:00:00Z,72843444A1
2017-09-11T00:00:00Z,38669184A1
2017-09-11T00:00:00Z,4690572A1
2017-09-11T00:00:00Z,4690812A1
2017-09-11T00:00:00Z,4690908A1
2017-09-11T00:00:00Z,4690956A1
2017-09-11T00:00:00Z,4691244A1
2017-09-11T00:00:00Z,38665968A1
2017-09-11T00:00:00Z,38666448A1
2017-09-11T00:00:00Z,38674800A1
2017-09-11T00:00:00Z,38672496A1
2017-09-12T00:00:00Z,39120997A1
2017-09-16T00:00:00Z,17781471A1
2017-09-16T00:00:00Z,17780703A1
2017-09-16T00:00:00Z,17783535A1
2017-09-16T00:00:00Z,17783679A1
2017-09-16T00:00:00Z,17777679A1
2017-09-19T00:00:00Z,47447758A1
2017-09-19T00:00:00Z,47447806A1
2017-09-19T00:00:00Z,47447326A1
2017-09-19T00:00:00Z,47447422A1
2017-09-19T00:00:00Z,47447614A1
2017-09-19T00:00:00Z,47447662A1
2017-09-19T00:00:00Z,47444206A1
2017-09-19T00:00:00Z,47444302A1
2017-09-19T00:00:00Z,47444350A1
2017-09-19T00:00:00Z,47444398A1
2017-09-19T00:00:00Z,47444494A1
2017-09-19T00:00:00Z,47444590A1
2017-09-19T00:00:00Z,47444734A1
2017-09-19T00:00:00Z,47444782A1
2017-09-19T00:00:00Z,47444878A1
2017-09-19T00:00:00Z,47444926A1
2017-09-19T00:00:00Z,47444974A1
2017-09-19T00:00:00Z,47445070A1
2017-09-19T00:00:00Z,47445214A1
2017-09-19T00:00:00Z,47445358A1
2017-09-19T00:00:00Z,47445406A1
2017-09-19T00:00:00Z,47445502A1
2017-09-19T00:00:00Z,47445550A1
2017-09-19T00:00:00Z,47445694A1
2017-09-19T00:00:00Z,47445742A1
2017-09-19T00:00:00Z,47445790A1
2017-09-19T00:00:00Z,47445838A1
2017-09-19T00:00:00Z,47445886A1
2017-09-19T00:00:00Z,47446030A1
2017-09-19T00:00:00Z,47446078A1
2017-09-19T00:00:00Z,47446222A1
2017-09-19T00:00:00Z,47446318A1
2017-09-19T00:00:00Z,47446366A1
2017-09-19T00:00:00Z,47446462A1
2017-09-19T00:00:00Z,47446510A1
2017-09-19T00:00:00Z,47446702A1
2017-09-19T00:00:00Z,47446798A1
2017-09-19T00:00:00Z,47446942A1
2017-09-19T00:00:00Z,47447038A1
2017-09-19T00:00:00Z,47447134A1
2017-09-19T00:00:00Z,47447182A1
2017-09-20T00:00:00Z,88408480A1
2017-09-20T00:00:00Z,88408528A1
2017-09-20T00:00:00Z,88408624A1
2017-09-22T00:00:00Z,21199226A1
2017-09-22T00:00:00Z,21194618A1
2017-09-22T00:00:00Z,21196154A1
2017-09-22T00:00:00Z,21187946A1
2017-09-22T00:00:00Z,21190346A1
2017-09-22T00:00:00Z,21197450A1
2017-09-23T00:00:00Z,20715329A1
2017-09-23T00:00:00Z,20716049A1
2017-09-25T00:00:00Z,7086928A1
2017-09-25T00:00:00Z,7081264A1
2017-10-02T00:00:00Z,105716058A1
2017-10-02T00:00:00Z,105724568A1
2017-10-03T00:00:00Z,20321931A1
2017-10-03T00:00:00Z,20324907A1
2017-10-03T00:00:00Z,20325483A1
2017-10-03T00:00:00Z,47704243A1
2017-10-04T00:00:00Z,21912673A1
2017-10-04T00:00:00Z,21912721A1
2017-10-04T00:00:00Z,21913969A1
2017-10-04T00:00:00Z,21897457A1
2017-10-09T00:00:00Z,47036338A1
2017-10-09T00:00:00Z,47036578A1
2017-10-09T00:00:00Z,47037106A1
2017-10-10T00:00:00Z,61500394A1
2017-10-12T00:00:00Z,49952767A1
2017-10-18T00:00:00Z,101037595A1
2017-10-18T00:00:00Z,101042731A1
2017-10-18T00:00:00Z,101043259A1
2017-10-18T00:00:00Z,101043355A1
2017-10-18T00:00:00Z,101038315A1
2017-10-20T00:00:00Z,20588220A1
2017-10-20T00:00:00Z,20581644A1
2017-10-22T00:00:00Z,20428897A1
2017-10-27T00:00:00Z,47559923A1
2017-10-27T00:00:00Z,47560163A1
2017-10-27T00:00:00Z,47560835A1
2017-10-27T00:00:00Z,47561123A1
2017-10-27T00:00:00Z,47561219A1
2017-10-27T00:00:00Z,47540771A1
2017-10-27T00:00:00Z,47540243A1
2017-10-27T00:00:00Z,47540291A1
2017-10-27T00:00:00Z,47540627A1
2017-10-27T00:00:00Z,47540147A1
2017-10-27T00:00:00Z,47542355A1
2017-10-27T00:00:00Z,47542739A1
2017-10-27T00:00:00Z,47540963A1
2017-10-27T00:00:00Z,47541779A1
2017-10-27T00:00:00Z,47541923A1
2017-10-27T00:00:00Z,47542019A1
2017-10-27T00:00:00Z,47552819A1
2017-10-27T00:00:00Z,47553059A1
2017-10-27T00:00:00Z,47553203A1
2017-10-27T00:00:00Z,47553971A1
2017-10-27T00:00:00Z,47554019A1
2017-10-27T00:00:00Z,47554643A1
2017-10-27T00:00:00Z,47545619A1
2017-10-27T00:00:00Z,47546051A1
2017-10-27T00:00:00Z,47546147A1
2017-10-27T00:00:00Z,47546195A1
2017-10-27T00:00:00Z,47546483A1
2017-10-27T00:00:00Z,47546963A1
2017-10-27T00:00:00Z,47550947A1
2017-10-27T00:00:00Z,47550659A1
2017-10-27T00:00:00Z,47550611A1
2017-10-27T00:00:00Z,47554883A1
2017-10-27T00:00:00Z,47556131A1
2017-10-27T00:00:00Z,47556707A1
2017-10-27T00:00:00Z,47557139A1
2017-10-27T00:00:00Z,47564963A1
2017-10-27T00:00:00Z,47557379A1
2017-10-27T00:00:00Z,47557571A1
2017-10-27T00:00:00Z,47557811A1
2017-10-27T00:00:00Z,47558147A1
2017-10-27T00:00:00Z,47558579A1
2017-10-27T00:00:00Z,47558675A1
2017-10-27T00:00:00Z,47559203A1
2017-10-27T00:00:00Z,47548451A1
2017-10-27T00:00:00Z,47548067A1
2017-10-27T00:00:00Z,47550035A1
2017-10-27T00:00:00Z,47550083A1
2017-10-27T00:00:00Z,47549843A1
2017-10-27T00:00:00Z,47548547A1
2017-10-27T00:00:00Z,47549795A1
2017-10-27T00:00:00Z,47562083A1
2017-10-27T00:00:00Z,47562275A1
2017-10-27T00:00:00Z,47563235A1
2017-10-27T00:00:00Z,47564003A1
2017-10-27T00:00:00Z,47544563A1
2017-10-27T00:00:00Z,47543699A1
2017-10-27T00:00:00Z,47543555A1
2017-10-27T00:00:00Z,47544275A1
2017-10-27T00:00:00Z,47543171A1
2017-10-29T00:00:00Z,46836070A1
2017-10-29T00:00:00Z,46838998A1
2017-10-31T00:00:00Z,29483130A1
2017-10-31T00:00:00Z,29485770A1
2017-10-31T00:00:00Z,29485818A1
2017-10-31T00:00:00Z,29486010A1
2017-10-31T00:00:00Z,29487162A1
2017-10-31T00:00:00Z,29486730A1
2017-11-06T00:00:00Z,39287270A1
2017-11-06T00:00:00Z,39287654A1
2017-11-06T00:00:00Z,39291878A1
2017-11-06T00:00:00Z,39289190A1
2017-11-11T00:00:00Z,2037447A1
2017-11-11T00:00:00Z,2036871A1
2017-11-12T00:00:00Z,46142334A1
2017-11-12T00:00:00Z,46142430A1
2017-11-12T00:00:00Z,46142670A1
2017-11-12T00:00:00Z,46142814A1
2017-11-12T00:00:00Z,46142910A1
2017-11-12T00:00:00Z,46143054A1
2017-11-12T00:00:00Z,46143150A1
2017-11-12T00:00:00Z,46143246A1
2017-11-12T00:00:00Z,46143390A1
2017-11-12T00:00:00Z,46143486A1
2017-11-12T00:00:00Z,46143630A1
2017-11-12T00:00:00Z,46143678A1
2017-11-12T00:00:00Z,46143822A1
2017-11-12T00:00:00Z,46144062A1
2017-11-12T00:00:00Z,46144206A1
2017-11-12T00:00:00Z,46144254A1
2017-11-12T00:00:00Z,46144494A1
2017-11-12T00:00:00Z,46144542A1
2017-11-12T00:00:00Z,46144590A1
2017-11-12T00:00:00Z,46140078A1
2017-11-12T00:00:00Z,46140366A1
2017-11-12T00:00:00Z,46140462A1
2017-11-12T00:00:00Z,46140510A1
2017-11-12T00:00:00Z,46140558A1
2017-11-12T00:00:00Z,46140606A1
2017-11-12T00:00:00Z,46142142A1
2017-11-12T00:00:00Z,46142190A1
2017-11-12T00:00:00Z,46141470A1
2017-11-12T00:00:00Z,46141614A1
2017-11-12T00:00:00Z,46140654A1
2017-11-12T00:00:00Z,46140846A1
2017-11-12T00:00:00Z,46140894A1
2017-11-12T00:00:00Z,46140942A1
2017-11-12T00:00:00Z,46141182A1
2017-11-12T00:00:00Z,46141230A1
2017-11-12T00:00:00Z,46141278A1
2017-11-12T00:00:00Z,46141326A1
2017-11-12T00:00:00Z,46144686A1
2017-11-12T00:00:00Z,46144782A1
2017-11-12T00:00:00Z,46144830A1
2017-11-12T00:00:00Z,46144878A1
2017-11-12T00:00:00Z,46144926A1
2017-11-12T00:00:00Z,46145022A1
2017-11-12T00:00:00Z,46145070A1
2017-11-12T00:00:00Z,46145262A1
2017-11-12T00:00:00Z,46145310A1
2017-11-12T00:00:00Z,46145598A1
2017-11-12T00:00:00Z,46145646A1
2017-11-14T00:00:00Z,28609913A1
2017-11-14T00:00:00Z,28610105A1
2017-11-14T00:00:00Z,28610297A1
2017-11-14T00:00:00Z,28610441A1
2017-11-14T00:00:00Z,28612745A1
2017-11-14T00:00:00Z,28612553A1
2017-11-14T00:00:00Z,28612601A1
2017-11-14T00:00:00Z,28610633A1
2017-11-14T00:00:00Z,28610729A1
2017-11-14T00:00:00Z,28610825A1
2017-11-14T00:00:00Z,28610921A1
2017-11-14T00:00:00Z,28611017A1
2017-11-14T00:00:00Z,28611065A1
2017-11-14T00:00:00Z,28611113A1
2017-11-14T00:00:00Z,28611257A1
2017-11-14T00:00:00Z,28611545A1
2017-11-14T00:00:00Z,28611737A1
2017-11-14T00:00:00Z,28611833A1
2017-11-14T00:00:00Z,28611977A1
2017-11-14T00:00:00Z,28612121A1
2017-11-14T00:00:00Z,28612169A1
2017-11-14T00:00:00Z,28612265A1
2017-11-14T00:00:00Z,28612313A1
2017-11-14T00:00:00Z,28612841A1
2017-11-15T00:00:00Z,69793527A1
2017-11-15T00:00:00Z,69807687A1
2017-11-19T00:00:00Z,15254404A1
2017-11-21T00:00:00Z,95951590A1
2017-11-21T00:00:00Z,18680890A1
2017-11-21T00:00:00Z,18680986A1
2017-11-22T00:00:00Z,105514561A1
2017-11-23T00:00:00Z,101063604A1
2017-11-23T00:00:00Z,101054676A1
2017-11-23T00:00:00Z,101052660A1
2017-11-23T00:00:00Z,101053908A1
2017-11-23T00:00:00Z,101070084A1
2017-11-24T00:00:00Z,34296852A1
2017-11-24T00:00:00Z,34296948A1
2017-11-27T00:00:00Z,95954230A1
2017-11-27T00:00:00Z,95950390A1
2017-11-27T00:00:00Z,95955046A1
2017-11-27T00:00:00Z,95955862A1
2017-11-27T00:00:00Z,95957974A1
2017-11-27T00:00:00Z,95961334A1
2017-11-28T00:00:00Z,6043438A1
2017-11-28T00:00:00Z,99144698A1
2017-11-28T00:00:00Z,5698005A1
2017-11-28T00:00:00Z,5695989A1
2017-11-28T00:00:00Z,6044926A1
2017-11-29T00:00:00Z,84566153A1
2017-11-29T00:00:00Z,84571433A1
2017-11-29T00:00:00Z,84572201A1
2017-12-06T00:00:00Z,70316431A1
2017-12-06T00:00:00Z,70316527A1
2017-12-06T00:00:00Z,70316335A1
2017-12-06T00:00:00Z,70316383A1
2017-12-09T00:00:00Z,46988576A1
2017-12-10T00:00:00Z,6218865A1
2017-12-10T00:00:00Z,6219153A1
2017-12-10T00:00:00Z,6215841A1
2017-12-12T00:00:00Z,30431549A1
2017-12-12T00:00:00Z,30431597A1
2017-12-12T00:00:00Z,30431645A1
2017-12-12T00:00:00Z,30431837A1
2017-12-13T00:00:00Z,81909034A1
2017-12-13T00:00:00Z,81909322A1
2017-12-15T00:00:00Z,28895856A1
2017-12-15T00:00:00Z,28896000A1
2017-12-15T00:00:00Z,28896096A1
2017-12-15T00:00:00Z,28896528A1
2017-12-16T00:00:00Z,242660A1
2017-12-16T00:00:00Z,242996A1
2017-12-16T00:00:00Z,237044A1
2017-12-16T00:00:00Z,241604A1
2017-12-19T00:00:00Z,54573660A1
2017-12-19T00:00:00Z,54573996A1
2017-12-19T00:00:00Z,54574044A1
2017-12-19T00:00:00Z,54574188A1
2017-12-19T00:00:00Z,54574380A1
2017-12-19T00:00:00Z,54574668A1
2017-12-19T00:00:00Z,54574812A1
2017-12-21T00:00:00Z,101138386A1
2017-12-21T00:00:00Z,101134594A1
2017-12-21T00:00:00Z,101135986A1
2017-12-23T00:00:00Z,65421067A1
2017-12-23T00:00:00Z,65420779A1
2017-12-23T00:00:00Z,65422315A1
2017-12-23T00:00:00Z,65422603A1
2017-12-23T00:00:00Z,65422699A1
2017-12-24T00:00:00Z,60888847A1
2017-12-27T00:00:00Z,99186066A1
2017-12-27T00:00:00Z,99186162A1
2018-01-02T00:00:00Z,76536701A1
2018-01-03T00:00:00Z,70110100A1
2018-01-04T00:00:00Z,45624090A1
2018-01-04T00:00:00Z,45624474A1
2018-01-04T00:00:00Z,84629586A1
2018-01-04T00:00:00Z,84630210A1
2018-01-07T00:00:00Z,20898916A1
2018-01-07T00:00:00Z,107520305A1
2018-01-07T00:00:00Z,107520389A1
2018-01-07T00:00:00Z,107520461A1
2018-01-07T00:00:00Z,20897140A1
2018-01-10T00:00:00Z,36051571A1
2018-01-16T00:00:00Z,103190434A1
2018-01-17T00:00:00Z,87910732A1
2018-01-20T00:00:00Z,50000167A1
2018-01-20T00:00:00Z,50000887A1
2018-01-20T00:00:00Z,50006647A1
2018-01-20T00:00:00Z,50007079A1
2018-01-20T00:00:00Z,50007847A1
2018-01-20T00:00:00Z,13224204A1
2018-01-20T00:00:00Z,50011255A1
2018-01-20T00:00:00Z,50011303A1
2018-01-20T00:00:00Z,50011591A1
2018-01-20T00:00:00Z,50011639A1
2018-01-20T00:00:00Z,50002183A1
2018-01-20T00:00:00Z,50002999A1
2018-01-20T00:00:00Z,50003143A1
2018-01-20T00:00:00Z,49999015A1
2018-01-20T00:00:00Z,50003959A1
2018-01-20T00:00:00Z,13226028A1
2018-01-20T00:00:00Z,50009335A1
2018-01-20T00:00:00Z,50009623A1
2018-01-20T00:00:00Z,50010775A1
2018-01-25T00:00:00Z,38336612A1
2018-01-25T00:00:00Z,44731133A1
2018-01-25T00:00:00Z,38334020A1
2018-01-25T00:00:00Z,38340116A1
2018-01-25T00:00:00Z,38340596A1
2018-01-25T00:00:00Z,38341940A1
2018-02-04T00:00:00Z,48693018A1
2018-02-07T00:00:00Z,15930035A1
2018-02-07T00:00:00Z,15927635A1
2018-02-07T00:00:00Z,15926483A1
2018-02-12T00:00:00Z,14213713A1
2018-02-12T00:00:00Z,14215297A1
2018-02-12T00:00:00Z,14217889A1
2018-02-24T00:00:00Z,58921365A1
2018-02-24T00:00:00Z,58908741A1
